text,expected_entities,anonymized_text,detected_entities,sensitivity_level
"Email de Morin et Fils :
Objet : Facture #523644
Bonjour Madeleine Blondel, votre paiement par carte Mastercard terminée par 2602 a été enregistré le 2025-05-17.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte <IN_PAN> terminée par 2602 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'IN_PAN', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible', 'faible']"
"Email de Tessier :
Objet : Facture #352821
Bonjour Laetitia François, votre paiement par carte Discover terminée par 8721 a été enregistré le 2025-05-23.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte Discover terminée par 8721 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Email de Perret SA :
Objet : Facture #772728
Bonjour Christelle Laurent, votre paiement par carte Maestro terminée par 1811 a été enregistré le 2025-05-11.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte Maestro terminée par <DATE_TIME> a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'DATE_TIME', 'IN_PAN', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible', 'faible', 'faible']"
"Transaction #825641:
- Client : Andrée Hardy
- Montant : 5224 MAD
- Destinataire : IBAN FR0474560976682691390166602
- Date : 2025-03-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 5224 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'MEDICAL_LICENSE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Caroline Merle
- CIN : KM16579
- Date de naissance : 30/08/1944
- Adresse : rue Sébastien Loiseau, 46974 Petitjean","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : rue <PERSON>, <DATE_TIME> Petitjean","['DATE_TIME', 'PERSON', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Étienne Le Maillot
- CIN : FW20196
- Date de naissance : 01/10/1968
- Adresse : 3, boulevard Lucas Leclercq, 95208 Vallet","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Étienne Le Maillot
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 3, boulevard <PERSON>, <DATE_TIME> Vallet","['DATE_TIME', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Cécile Le Lucas
- CIN : YE34578
- Date de naissance : 15/11/1957
- Adresse : 3, rue Claude Collet, 97392 Grondin-les-Bains","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Cécile Le Lucas
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 3, rue Claude Collet, <DATE_TIME> Grondin-les-Bains","['DATE_TIME', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Christine Blondel
- CIN : AM02559
- Téléphone : +212688659133
- Adresse : 56, rue de Faure, 30700 Sainte Auguste-les-Bains
- Email : roland99@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 56, rue de Faure, <DATE_TIME> <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Lagarde :
Objet : Facture #839170
Bonjour Benoît Durand, votre paiement par carte Mastercard terminée par 6913 a été enregistré le 2025-05-25.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Benoît Durand, votre paiement par carte <IN_PAN> terminée par 6913 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #168260:
- Client : Pierre Descamps
- Montant : 3352 MAD
- Destinataire : IBAN FR4717575215783066256771162
- Date : 2025-03-15","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<PHONE_NUMBER>:
- Client : <PERSON>
- Montant : 3352 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'moyen', 'faible']"
"Document d'identité :
- Nom : Éric-Frédéric Lemonnier
- CIN : GQ86555
- Date de naissance : 29/07/1921
- Adresse : 14, avenue de Tanguy, 73218 Boutin","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Éric-Frédéric Lemonnier
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 14, avenue de Tanguy, 73218 Boutin","['DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'faible']"
"Contrat de location :
- Locataire : Michelle Laporte du Pires
- CIN : JF67255
- Téléphone : +212631132350
- Adresse : 43, avenue Océane Raynaud, 24607 Jourdanboeuf
- Email : dijouxdominique@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 43, avenue Océane Raynaud, <DATE_TIME> <PERSON> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #415082:
- Client : Michelle Lebon
- Montant : 5238 MAD
- Destinataire : IBAN FR8547427947885117889702848
- Date : 2025-05-10","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 5238 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Email de Traore :
Objet : Facture #574041
Bonjour Nathalie Schmitt, votre paiement par carte VISA 16 digit terminée par 6057 a été enregistré le 2025-05-13.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 16 digit terminée par 6057 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Guillaume de Pereira
- CIN : DP31536
- Date de naissance : 28/10/1959
- Adresse : 7, rue de Lelièvre, 94391 Lamydan","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 7, rue de Lelièvre, 94391 <LOCATION>","['DATE_TIME', 'PERSON', 'LOCATION', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Auguste Lamy-Charles
- CIN : XJ79678
- Téléphone : +212688541866
- Adresse : 217, avenue Leroy, 90184 Leroy-sur-Perrin
- Email : alexandremaury@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON> CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 217, avenue Leroy, 90184 <LOCATION>
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'LOCATION', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Dos Santos :
Objet : Facture #91720
Bonjour Jacques Marchand, votre paiement par carte American Express terminée par 3515 a été enregistré le 2025-05-08.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #91720
<PERSON>, votre paiement par carte American Express terminée par 3515 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN']","['moyen', 'moyen', 'faible', 'faible']"
"Transaction #5219:
- Client : Monique Lejeune-Olivier
- Montant : 8007 MAD
- Destinataire : IBAN FR2454514792652442445481154
- Date : 2025-03-19","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #5219:
- Client : <PERSON> : <DATE_TIME> MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'DATE_TIME']","['élevé', 'faible', 'moyen', 'faible']"
"Contrat de location :
- Locataire : Eugène Gonzalez du Paris
- CIN : WT37012
- Téléphone : +212695820229
- Adresse : 53, rue Aurélie Leroux, 81728 Traore-sur-Mer
- Email : margot27@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : Eugène Gonzalez du <LOCATION>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 53, rue <PERSON>, <DATE_TIME> Traore-sur-Mer
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'LOCATION', 'PERSON', 'DATE_TIME', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'moyen', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Bourgeois S.A. :
Objet : Facture #857663
Bonjour François Dubois, votre paiement par carte JCB 16 digit terminée par 9881 a été enregistré le 2025-05-24.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON>
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte JCB 16 digit terminée par 9881 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Dominique Muller
- CIN : IU30552
- Date de naissance : 13/04/2007
- Adresse : 69, avenue Barbe, 85792 Petitjean-la-Forêt","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 69, <PERSON>, 85792 <DATE_TIME>","['DATE_TIME', 'PERSON', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Simone Navarro
- CIN : WQ40248
- Téléphone : +212655829477
- Adresse : 66, boulevard Gabriel Vincent, 04461 Pichonnec
- Email : renee20@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 66, boulevard <PERSON>, 04461 <PERSON>
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Michèle Le Launay
- CIN : IO81558
- Date de naissance : 06/05/1918
- Adresse : 9, boulevard Evrard, 06777 Brunet","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Michèle Le Launay
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 9, boulevard Evrard, 06777 Brunet","['DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'faible']"
"Email de Duval Riou SA :
Objet : Facture #563323
Bonjour Isaac Denis, votre paiement par carte VISA 13 digit terminée par 4450 a été enregistré le 2025-05-01.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
Bonjour Isaac Denis, votre paiement par carte VISA 13 digit terminée par 4450 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible']"
"Email de Weber Salmon et Fils :
Objet : Facture #726864
Bonjour Thomas Rey, votre paiement par carte Discover terminée par 6003 a été enregistré le 2025-05-20.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte Discover terminée par 6003 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Email de Daniel Maillot S.A. :
Objet : Facture #564337
Bonjour Denis Hoarau-Jean, votre paiement par carte VISA 19 digit terminée par 7827 a été enregistré le 2025-05-19.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte VISA 19 digit terminée par 7827 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Jean-Philippe Morvan
- CIN : XK25832
- Téléphone : +212619963833
- Adresse : 72, boulevard Dupré, 45714 Langlois-sur-Bailly
- Email : pagesmichele@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- Locataire : <PERSON> Morvan
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 72, boulevard Dupré, 45714 Langlois-sur-Bailly
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #44664:
- Client : Georges Hubert de Lemoine
- Montant : 3489 MAD
- Destinataire : IBAN FR8750342796535319733479760
- Date : 2025-03-07","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #44664:
- Client : <PERSON>
- Montant : 3489 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON']","['élevé', 'faible', 'moyen']"
"Email de Grondin Hamon SARL :
Objet : Facture #587640
Bonjour Isaac-Paul Devaux, votre paiement par carte JCB 16 digit terminée par 4443 a été enregistré le 2025-05-14.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON>
Objet : Facture #<US_DRIVER_LICENSE>
<LOCATION>, votre paiement par carte JCB 16 digit terminée par 4443 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'IN_PAN', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'faible', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Éléonore Martinez
- CIN : LU66336
- Date de naissance : 19/06/1959
- Adresse : 26, rue Lucy Paul, 21152 Joseph","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Éléonore Martinez
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 26, rue <PERSON>, <DATE_TIME> Joseph","['DATE_TIME', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Hélène Lefebvre
- CIN : TF53903
- Téléphone : +212687425178
- Adresse : 26, chemin Gabrielle Allain, 91418 Saint Charlotte-sur-Mer
- Email : adele50@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON> : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 26, chemin <PERSON>, 91418 <PERSON>
- Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Isabelle Parent
- CIN : CF19708
- Date de naissance : 07/02/1923
- Adresse : 18, chemin Patrick Parent, 24907 Saint Danielle","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Isabelle Parent
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 18, chemin <PERSON>, 24907 Saint Danielle","['DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible']"
"Document d'identité :
- Nom : Catherine Renard
- CIN : UU70125
- Date de naissance : 02/08/1998
- Adresse : 63, rue Thomas Arnaud, 28811 Lamy","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 63, rue <PERSON>, <DATE_TIME> <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'faible', 'moyen', 'faible']"
"Transaction #424336:
- Client : Catherine de la Pruvost
- Montant : 7343 MAD
- Destinataire : IBAN FR3915448217606528530419650
- Date : 2025-02-18","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON>
- Montant : 7343 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Transaction #87657:
- Client : Raymond-Franck Coste
- Montant : 5051 MAD
- Destinataire : IBAN FR5329256135603005603988535
- Date : 2025-02-05","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #87657:
- Client : <PERSON> : 5051 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON']","['élevé', 'faible', 'moyen']"
"Document d'identité :
- Nom : Gilbert-Jacques Camus
- CIN : TK41773
- Date de naissance : 21/06/2011
- Adresse : 8, rue Ledoux, 44824 Bonneaudan","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON> : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 8, rue Ledoux, <DATE_TIME> Bonneaudan","['DATE_TIME', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'faible', 'faible']"
"Transaction #672068:
- Client : Vincent-Émile Simon
- Montant : 1359 MAD
- Destinataire : IBAN FR2772460501993276394667116
- Date : 2025-02-15","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 1359 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'moyen', 'faible']"
"Transaction #495924:
- Client : Alphonse Wagner
- Montant : 9438 MAD
- Destinataire : IBAN FR1494561730983590274632723
- Date : 2025-01-20","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 9438 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible']"
"Transaction #472502:
- Client : Suzanne-Margaux Valette
- Montant : 2039 MAD
- Destinataire : IBAN FR4517002309429528377269610
- Date : 2025-04-23","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : <DATE_TIME> MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'DATE_TIME', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible', 'faible']"
"Contrat de location :
- Locataire : Joseph Gallet
- CIN : RU47111
- Téléphone : +212633647626
- Adresse : 608, rue Nguyen, 10489 Laporte
- Email : gfrancois@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 608, rue Nguyen, <DATE_TIME> <LOCATION> : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'DATE_TIME', 'LOCATION', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'faible', 'faible', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Email de Roux :
Objet : Facture #904846
Bonjour Amélie Briand, votre paiement par carte VISA 13 digit terminée par 8938 a été enregistré le 2025-05-05.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 13 digit terminée par 8938 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Email de Faure Lopez et Fils :
Objet : Facture #51820
Bonjour Benjamin de Diaz, votre paiement par carte JCB 15 digit terminée par 1853 a été enregistré le 2025-05-11.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON> :
Objet : Facture #51820
<LOCATION>, votre paiement par carte JCB 15 digit terminée par <DATE_TIME> a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'LOCATION', 'DATE_TIME', 'DATE_TIME', 'IN_PAN']","['moyen', 'faible', 'faible', 'faible', 'faible']"
"Transaction #783282:
- Client : Christiane Briand
- Montant : 5407 MAD
- Destinataire : IBAN FR9719065054208723533462925
- Date : 2025-05-24","['PERSON', 'IBAN_CODE', 'DATE_TIME']","Transaction #<US_DRIVER_LICENSE>:
- Client : <PERSON> : 5407 MAD
- Destinataire : IBAN <IBAN_CODE>
- Date : <DATE_TIME>","['IBAN_CODE', 'DATE_TIME', 'PERSON', 'IN_PAN', 'US_DRIVER_LICENSE']","['élevé', 'faible', 'moyen', 'faible', 'faible']"
"Document d'identité :
- Nom : Grégoire Colin
- CIN : PG16173
- Date de naissance : 05/05/1968
- Adresse : 17, rue Maryse Courtois, 71642 Poirier-sur-Ribeiro","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 17, rue <PERSON>, <PERSON>","['DATE_TIME', 'PERSON', 'PERSON', 'PERSON', 'US_DRIVER_LICENSE']","['faible', 'moyen', 'moyen', 'moyen', 'faible']"
"Email de Leduc :
Objet : Facture #916411
Bonjour Henriette Rocher du Pottier, votre paiement par carte VISA 13 digit terminée par 4047 a été enregistré le 2025-05-13.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']","<PERSON>Objet : Facture #<US_DRIVER_LICENSE>
<PERSON>, votre paiement par carte VISA 13 digit terminée par 4047 a été <IN_PAN> le <DATE_TIME>.","['PERSON', 'PERSON', 'DATE_TIME', 'IN_PAN', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'faible', 'faible', 'faible']"
"Contrat de location :
- Locataire : Françoise Durand
- CIN : FY46845
- Téléphone : +212641151569
- Adresse : 34, rue Schmitt, 88629 Saint Thomas
- Email : emmanuel73@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']","Contrat de location :
- <PERSON> : <PERSON>
- CIN : <US_DRIVER_LICENSE>
- Téléphone : <PHONE_NUMBER>
- Adresse : 34, rue <PERSON>, 88629 <PERSON> Email : <EMAIL_ADDRESS>","['EMAIL_ADDRESS', 'PERSON', 'PERSON', 'PERSON', 'PERSON', 'PHONE_NUMBER', 'URL', 'US_DRIVER_LICENSE', 'US_BANK_NUMBER', 'US_DRIVER_LICENSE']","['moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'moyen', 'faible', 'faible', 'faible', 'faible']"
"Document d'identité :
- Nom : Théodore Bernard
- CIN : IO15819
- Date de naissance : 23/11/1974
- Adresse : 4, rue Louis, 54409 Rouxboeuf","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']","Document d'identité :
- Nom : Théodore Bernard
- CIN : <US_DRIVER_LICENSE>
- Date de naissance : <DATE_TIME>
- Adresse : 4, rue Louis, <DATE_TIME> Rouxboeuf","['DATE_TIME', 'DATE_TIME', 'US_DRIVER_LICENSE']","['faible', 'faible', 'faible']"
