text,expected_entities
"Email de François :
Objet : Facture #39704
Bonjour Patricia Bigot-Coulon, votre paiement par carte JCB 15 digit terminée par 4952 a été enregistré le 2025-05-22.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Contrat de location :
- Locataire : Arthur Martin
- CIN : LU85768
- Téléphone : +212682879345
- Adresse : 33, boulevard Catherine Samson, 52930 Perret
- Email : rperrin@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Arthur Ruiz
- CIN : PQ23400
- Téléphone : +212614252223
- Adresse : 365, rue Louis Pierre, 33955 DufourBourg
- Email : augervalerie@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Aurélie Blin
- CIN : SW95078
- Date de naissance : 05/12/1957
- Adresse : 11, chemin Gérard Gérard, 14823 Laporte","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Suzanne Martel du Lopes
- CIN : LA71055
- Date de naissance : 05/03/1964
- Adresse : 10, rue de Huet, 60653 Poulain","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Marcel Seguin
- CIN : XI83714
- Téléphone : +212638930417
- Adresse : 8, avenue de Petit, 19603 Richard-sur-Bertrand
- Email : rivierejuliette@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Transaction #334211:
- Client : Cécile-Madeleine Ruiz
- Montant : 5108 MAD
- Destinataire : IBAN FR8988115729637212865765832
- Date : 2025-03-22","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Joséphine Grondin-Giraud
- CIN : DO97901
- Date de naissance : 30/05/1957
- Adresse : 657, chemin de Pascal, 17608 Durand","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #932142:
- Client : Anouk Carpentier
- Montant : 758 MAD
- Destinataire : IBAN FR7123055961529563370511048
- Date : 2025-01-26","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Contrat de location :
- Locataire : Luce Mathieu de la Lucas
- CIN : AS60464
- Téléphone : +212614918747
- Adresse : rue Renée Samson, 71967 Besson-la-Forêt
- Email : boutinanouk@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Email de Goncalves SA :
Objet : Facture #12353
Bonjour Alex Faivre, votre paiement par carte VISA 19 digit terminée par 4977 a été enregistré le 2025-05-15.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Email de Jourdan SA :
Objet : Facture #75180
Bonjour Émilie Grondin, votre paiement par carte Maestro terminée par 4157 a été enregistré le 2025-05-04.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Nathalie Brun
- CIN : KM29166
- Date de naissance : 28/11/1985
- Adresse : boulevard de Bruneau, 22777 Baron","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Monique Delattre
- CIN : TF48500
- Date de naissance : 22/10/2004
- Adresse : 12, rue Marin, 23411 Rémy","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Thérèse Petit-Diallo
- CIN : LW89400
- Date de naissance : 12/02/1925
- Adresse : 29, avenue de Simon, 15462 Caron","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #53656:
- Client : Virginie Vasseur Le Valette
- Montant : 3392 MAD
- Destinataire : IBAN FR2165544700161725459025247
- Date : 2025-02-14","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Giraud :
Objet : Facture #299342
Bonjour Roland Wagner, votre paiement par carte VISA 19 digit terminée par 6771 a été enregistré le 2025-05-05.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #453774:
- Client : Thibault Evrard
- Montant : 9855 MAD
- Destinataire : IBAN FR0388356267077872918137149
- Date : 2025-01-12","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Pruvost :
Objet : Facture #5816
Bonjour Gabriel Pereira, votre paiement par carte Mastercard terminée par 3247 a été enregistré le 2025-05-10.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Email de Godard :
Objet : Facture #928498
Bonjour Patricia Imbert, votre paiement par carte Diners Club / Carte Blanche terminée par 0463 a été enregistré le 2025-05-13.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Contrat de location :
- Locataire : Caroline Hardy
- CIN : XS22391
- Téléphone : +212664022797
- Adresse : 46, chemin Blot, 21132 Cousin
- Email : itanguy@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Transaction #756777:
- Client : Martin Chevalier
- Montant : 9778 MAD
- Destinataire : IBAN FR5404259823362105865288125
- Date : 2025-01-09","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Contrat de location :
- Locataire : Gilbert Le Bertin
- CIN : OW41365
- Téléphone : +212618631116
- Adresse : 54, boulevard Benoît Lagarde, 93744 Lévêque-les-Bains
- Email : audrey13@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Thierry Martel de Laurent
- CIN : YN88931
- Téléphone : +212642153534
- Adresse : 26, rue Anne Gilles, 40430 Sainte Isabelle
- Email : delannoycorinne@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Élisabeth Chauvin
- CIN : RL48411
- Date de naissance : 30/11/1970
- Adresse : 2, chemin Pelletier, 76275 Sainte Suzanne","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Traore :
Objet : Facture #378930
Bonjour Michel Gosselin, votre paiement par carte JCB 15 digit terminée par 5823 a été enregistré le 2025-05-16.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #421366:
- Client : Danielle Vallée de Loiseau
- Montant : 1571 MAD
- Destinataire : IBAN FR1439041779247562350687561
- Date : 2025-02-19","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Lucy Berger de Lambert
- CIN : YT89637
- Date de naissance : 28/01/1997
- Adresse : rue Girard, 53114 Delattre-sur-Colin","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Cordier :
Objet : Facture #509511
Bonjour Alexandre Guichard-Bertin, votre paiement par carte VISA 19 digit terminée par 1146 a été enregistré le 2025-05-04.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Email de Hoareau Bodin et Fils :
Objet : Facture #954509
Bonjour Suzanne Clément, votre paiement par carte JCB 15 digit terminée par 3365 a été enregistré le 2025-05-14.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Nicolas Bazin
- CIN : QA86180
- Date de naissance : 15/09/1963
- Adresse : 606, chemin Courtois, 44399 Sainte Pauline","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #518484:
- Client : Lucy Leroy
- Montant : 3036 MAD
- Destinataire : IBAN FR5156328419701731340776549
- Date : 2025-01-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Louis Lefebvre
- CIN : KJ33739
- Date de naissance : 12/04/2000
- Adresse : chemin de Guillaume, 55305 Guichard","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Nicolas François-Guyot
- CIN : GC74404
- Date de naissance : 31/01/2017
- Adresse : chemin Catherine Blanc, 46126 Sainte Émile","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Olivier Guyot
- CIN : LQ09168
- Date de naissance : 14/05/2015
- Adresse : rue Aimé Michel, 88604 Gomez","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Audrey de la Rey
- CIN : LC98850
- Téléphone : +212612853458
- Adresse : 19, boulevard Delorme, 32803 Deschamps
- Email : marianne99@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Stéphane de Guillaume
- CIN : LY09569
- Date de naissance : 01/02/1936
- Adresse : 822, rue Jourdan, 02361 Lambert","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Émile-Luc Chauveau
- CIN : KM93706
- Téléphone : +212645321480
- Adresse : 499, boulevard Aurélie Carre, 93992 Alexandre
- Email : helene46@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Gérard Dumont
- CIN : MQ15038
- Téléphone : +212604704073
- Adresse : 36, avenue Lorraine Peltier, 68207 Sainte Victoire-sur-Mer
- Email : mathilde08@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Benoît du Toussaint
- CIN : QB55903
- Téléphone : +212613449432
- Adresse : 489, chemin de Perez, 60169 Saint Pauline-la-Forêt
- Email : remynoel@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Email de Voisin S.A. :
Objet : Facture #213251
Bonjour Arnaude Vaillant, votre paiement par carte Discover terminée par 6560 a été enregistré le 2025-05-25.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Élodie-Alex Martins
- CIN : HQ97550
- Date de naissance : 03/10/2013
- Adresse : 35, chemin Benard, 97425 GimenezBourg","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Bernier Olivier S.A. :
Objet : Facture #540052
Bonjour Paul Chevalier, votre paiement par carte JCB 16 digit terminée par 3768 a été enregistré le 2025-05-24.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Email de Gérard Garcia S.A.R.L. :
Objet : Facture #936080
Bonjour Michèle Benard, votre paiement par carte Discover terminée par 2738 a été enregistré le 2025-05-03.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #817145:
- Client : Maryse Chevallier de Dupont
- Montant : 5212 MAD
- Destinataire : IBAN FR3632835027137480898786778
- Date : 2025-02-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Alfred Daniel
- CIN : SQ05788
- Date de naissance : 13/01/1943
- Adresse : 81, rue de Leroux, 81626 Thierry","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Leconte :
Objet : Facture #968757
Bonjour Adrienne Robert, votre paiement par carte VISA 16 digit terminée par 3143 a été enregistré le 2025-05-03.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Véronique Cousin
- CIN : LD66207
- Date de naissance : 29/08/1913
- Adresse : 99, rue Léger, 17814 Sainte Thierry","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #229882:
- Client : Élodie Bonneau
- Montant : 3892 MAD
- Destinataire : IBAN FR4363352423122196366924248
- Date : 2025-05-05","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Devaux S.A. :
Objet : Facture #802559
Bonjour Michel du Verdier, votre paiement par carte Mastercard terminée par 0489 a été enregistré le 2025-05-19.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #145977:
- Client : Roland Pages
- Montant : 6001 MAD
- Destinataire : IBAN FR7787026761550672779145625
- Date : 2025-04-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Mercier :
Objet : Facture #56526
Bonjour Adèle Dupuis, votre paiement par carte VISA 16 digit terminée par 1704 a été enregistré le 2025-05-16.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Pauline Laporte-Bruneau
- CIN : OH91355
- Date de naissance : 06/09/1916
- Adresse : 733, avenue Martel, 78564 Bazin-sur-Mer","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #133321:
- Client : Luc Valentin
- Montant : 3591 MAD
- Destinataire : IBAN FR8848875165816959619227183
- Date : 2025-05-16","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Contrat de location :
- Locataire : Anaïs Lebrun
- CIN : TU20330
- Téléphone : +212619873356
- Adresse : 83, rue de Lemaître, 20628 Sainte Patrick
- Email : zhamon@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Dorothée Nguyen
- CIN : HY88349
- Téléphone : +212613714540
- Adresse : 29, chemin Foucher, 41191 Hervé
- Email : thibautmarques@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Zacharie Dupré de la Teixeira
- CIN : VT45876
- Date de naissance : 10/07/1942
- Adresse : 261, rue de Thomas, 44291 Pierre-sur-Diaz","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Adrien Renaud
- CIN : UT23872
- Date de naissance : 25/08/1967
- Adresse : rue Nicolas Lesage, 34458 Hardyboeuf","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Laure-Frédérique Chrétien
- CIN : UP37642
- Date de naissance : 04/09/1959
- Adresse : 95, rue Duval, 33370 Saint Michèle","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Brigitte du Benoit
- CIN : VJ40097
- Date de naissance : 22/04/2001
- Adresse : 80, chemin Leconte, 11577 MaillardBourg","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Véronique Couturier
- CIN : QD31863
- Date de naissance : 09/01/2012
- Adresse : 28, boulevard Élisabeth Barthelemy, 07376 GiraudVille","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Maillard :
Objet : Facture #97690
Bonjour Pénélope Maillet, votre paiement par carte American Express terminée par 4119 a été enregistré le 2025-05-12.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Email de Antoine Martinez S.A.S. :
Objet : Facture #270988
Bonjour Guy Dupuis, votre paiement par carte VISA 16 digit terminée par 7978 a été enregistré le 2025-05-14.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Email de Marin S.A.R.L. :
Objet : Facture #747385
Bonjour Claudine Bouchet, votre paiement par carte VISA 16 digit terminée par 2730 a été enregistré le 2025-05-07.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #297871:
- Client : Jeannine du Moulin
- Montant : 5484 MAD
- Destinataire : IBAN FR3793169606265660609065154
- Date : 2025-02-17","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Renaud S.A. :
Objet : Facture #827113
Bonjour Léon Diallo-Gillet, votre paiement par carte VISA 16 digit terminée par 1877 a été enregistré le 2025-05-02.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Contrat de location :
- Locataire : Margaret Guillon
- CIN : AN34901
- Téléphone : +212657834637
- Adresse : 67, boulevard de Collet, 97434 Lacroix
- Email : kriou@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Isaac de Blanc
- CIN : AY63222
- Date de naissance : 19/10/1919
- Adresse : 99, rue de Dubois, 12899 Vincent","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Jeanne Chevallier
- CIN : DH68896
- Date de naissance : 26/08/1983
- Adresse : 3, rue de Hoarau, 24209 Saint Victor","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #430591:
- Client : Pierre-François Lemaire
- Montant : 6659 MAD
- Destinataire : IBAN FR7751382287579676443252748
- Date : 2025-05-05","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Fontaine :
Objet : Facture #487093
Bonjour Stéphane Maurice-Maillet, votre paiement par carte VISA 16 digit terminée par 3674 a été enregistré le 2025-05-19.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #382213:
- Client : Eugène Bouvet Le Guillet
- Montant : 9926 MAD
- Destinataire : IBAN FR4465516364044055187994778
- Date : 2025-04-06","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Transaction #880702:
- Client : Madeleine Gonzalez
- Montant : 8679 MAD
- Destinataire : IBAN FR9716890941471628431080963
- Date : 2025-05-19","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Transaction #802757:
- Client : Sophie Pierre
- Montant : 2049 MAD
- Destinataire : IBAN FR9889796303630943803883904
- Date : 2025-02-12","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Dominique Diaz
- CIN : WT27373
- Date de naissance : 12/01/1980
- Adresse : 64, rue Daniel Gomez, 85760 Diaz","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Constance-Nathalie Peltier
- CIN : VP76554
- Date de naissance : 15/03/1947
- Adresse : 12, rue de Lamy, 15127 Lebon-sur-Lambert","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Frédéric Leclercq
- CIN : UR95997
- Téléphone : +212657919209
- Adresse : rue de Garcia, 06383 PotierVille
- Email : rodriguezpatricia@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Transaction #351915:
- Client : Sophie Renard
- Montant : 3297 MAD
- Destinataire : IBAN FR1366648428709766322232343
- Date : 2025-02-22","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Contrat de location :
- Locataire : Roger-Tristan Lecoq
- CIN : YY95936
- Téléphone : +212608938977
- Adresse : 280, chemin Collin, 12254 Guibert-sur-Pichon
- Email : hortensedaniel@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Nathalie Royer
- CIN : ZA32909
- Date de naissance : 19/05/1924
- Adresse : 221, chemin Joly, 85200 Coulon-sur-Moreau","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Michel Lopez de la Loiseau
- CIN : GQ72720
- Date de naissance : 29/01/1922
- Adresse : 54, boulevard de Pons, 76615 Baron","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Étienne Hoareau
- CIN : QD83908
- Téléphone : +212643361573
- Adresse : 36, avenue Maryse Berger, 37305 Lemaître
- Email : noelfrancois@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Email de Klein SA :
Objet : Facture #164440
Bonjour Véronique Dupont, votre paiement par carte VISA 16 digit terminée par 6877 a été enregistré le 2025-05-06.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Théodore-Théophile Blondel
- CIN : JM27488
- Date de naissance : 23/03/1940
- Adresse : 41, boulevard Fernandez, 92633 BertinBourg","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #424972:
- Client : Louis Regnier-Maury
- Montant : 3135 MAD
- Destinataire : IBAN FR3837453089374926858873435
- Date : 2025-05-10","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Transaction #88067:
- Client : Michelle Coulon
- Montant : 2827 MAD
- Destinataire : IBAN FR6104958713125851708505673
- Date : 2025-03-16","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Fernandes :
Objet : Facture #200820
Bonjour Éric Fabre, votre paiement par carte JCB 16 digit terminée par 5982 a été enregistré le 2025-05-07.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #808736:
- Client : Céline Leblanc
- Montant : 7303 MAD
- Destinataire : IBAN FR5745166440845143960564979
- Date : 2025-02-19","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Fernandes Guillot SA :
Objet : Facture #4713
Bonjour Monique Rey, votre paiement par carte VISA 13 digit terminée par 4075 a été enregistré le 2025-05-08.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Transaction #123979:
- Client : Jérôme Maillard
- Montant : 2660 MAD
- Destinataire : IBAN FR6359628556423471711494138
- Date : 2025-02-27","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Gabriel Valentin-Robert
- CIN : MG03946
- Date de naissance : 11/01/2025
- Adresse : 228, rue Étienne Blanchet, 67729 Didier","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Grégoire Dupuy
- CIN : EY92391
- Date de naissance : 21/01/1967
- Adresse : boulevard de Bonnin, 77311 Lacombedan","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Eugène Raymond
- CIN : PE37347
- Téléphone : +212674125051
- Adresse : 31, rue de Vidal, 94573 Gomes-sur-Mer
- Email : manon92@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Thomas Leduc du Da Silva
- CIN : GN79176
- Date de naissance : 21/04/1978
- Adresse : 3, boulevard de Delmas, 66550 Deschamps","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Contrat de location :
- Locataire : Sébastien Le Garcia
- CIN : KK60886
- Téléphone : +212628275351
- Adresse : 44, rue Olivier, 71987 Pinto
- Email : raymondelodie@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Emmanuelle Duval
- CIN : YI26060
- Téléphone : +212654031140
- Adresse : 44, boulevard de Le Gall, 97165 Langloisnec
- Email : berthelotguy@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Anne Thomas
- CIN : SQ89576
- Date de naissance : 26/07/1992
- Adresse : 24, chemin Margot Pages, 33607 Clerc","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Maurice :
Objet : Facture #82032
Bonjour Étienne-Vincent Pinto, votre paiement par carte JCB 16 digit terminée par 4256 a été enregistré le 2025-05-05.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Contrat de location :
- Locataire : Guy Roussel
- CIN : KV36663
- Téléphone : +212683686176
- Adresse : 15, avenue de Goncalves, 32975 Mary
- Email : dallain@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Document d'identité :
- Nom : Vincent Le Ferreira
- CIN : SP47990
- Date de naissance : 14/06/2011
- Adresse : 317, rue de Bonneau, 56408 Traorenec","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #987630:
- Client : Jacques-Thibaut Rossi
- Montant : 3007 MAD
- Destinataire : IBAN FR6550898368756496865470137
- Date : 2025-02-26","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Document d'identité :
- Nom : Joseph Texier
- CIN : KD51247
- Date de naissance : 16/09/1953
- Adresse : 55, boulevard Dupuis, 10942 Dufour-sur-Pottier","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Transaction #916243:
- Client : Benjamin Bernard Le Perret
- Montant : 9155 MAD
- Destinataire : IBAN FR3540784640756894629254159
- Date : 2025-01-12","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Contrat de location :
- Locataire : Théophile Daniel
- CIN : AQ23699
- Téléphone : +212653385204
- Adresse : 14, rue Lecoq, 97347 Saint Amélieboeuf
- Email : philippegenevieve@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Alexandrie Lecoq
- CIN : OU34983
- Téléphone : +212665429038
- Adresse : 746, rue de Schneider, 08575 Fernandes
- Email : philippine60@example.org","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Transaction #756791:
- Client : Christiane Jacob
- Montant : 8801 MAD
- Destinataire : IBAN FR4669133220179395040886031
- Date : 2025-04-06","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Bernard :
Objet : Facture #769976
Bonjour Édith Reynaud, votre paiement par carte JCB 16 digit terminée par 7557 a été enregistré le 2025-05-08.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Contrat de location :
- Locataire : Franck Pages
- CIN : GB98756
- Téléphone : +212652431967
- Adresse : 6, chemin Joubert, 15332 Sainte Josetteboeuf
- Email : hebertantoine@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Maurice François-Moreau
- CIN : TT39726
- Téléphone : +212620027688
- Adresse : rue de Lefort, 92233 Thibault
- Email : marteldorothee@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Odette Merle-Boutin
- CIN : JF34655
- Téléphone : +212610996421
- Adresse : 44, boulevard Auguste Pichon, 90760 Sainte Josephboeuf
- Email : antoinetteleconte@example.com","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Contrat de location :
- Locataire : Marcel de Bertrand
- CIN : LW09132
- Téléphone : +212615483251
- Adresse : chemin de Gilbert, 79186 Carre
- Email : maryse84@example.net","['PERSON', 'ID_MAROC', 'PHONE_NUMBER', 'LOCATION', 'EMAIL_ADDRESS']"
"Transaction #315943:
- Client : Gilbert Regnier
- Montant : 961 MAD
- Destinataire : IBAN FR3844292903529261668413315
- Date : 2025-05-13","['PERSON', 'IBAN_CODE', 'DATE_TIME']"
"Email de Bousquet et Fils :
Objet : Facture #271899
Bonjour Brigitte-Jeanne Didier, votre paiement par carte Mastercard terminée par 0459 a été enregistré le 2025-05-23.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Anne de Mace
- CIN : BS82396
- Date de naissance : 17/07/1909
- Adresse : 29, avenue Rémy Poirier, 86120 Saint Louisedan","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Document d'identité :
- Nom : Constance Brunet
- CIN : OJ75775
- Date de naissance : 18/08/1953
- Adresse : rue Ferrand, 79236 Samson","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
"Email de Roche Barre SARL :
Objet : Facture #460951
Bonjour Xavier du Huet, votre paiement par carte JCB 16 digit terminée par 1153 a été enregistré le 2025-05-05.","['PERSON', 'CREDIT_CARD', 'DATE_TIME']"
"Document d'identité :
- Nom : Victoire Diallo
- CIN : FJ44950
- Date de naissance : 16/08/1945
- Adresse : 60, chemin Lacroix, 50453 Saint Anouk","['PERSON', 'ID_MAROC', 'DATE_TIME', 'LOCATION']"
